ID,Variantes,Codigo EAN,Detalle,Deta,Stock,Ver stk,Precio,Oferta,Publica,Envio,Moneda,Verificación,Proveedor
24892,,7790520028679,RAID CASA Y JARDIN X 360,Precio sin impuestos nacionales      6.521,3,1,7890,,1,1,ARS,MjAyNi0wNC0xNiAxNDo1NjozOQ==,SC JOHNSON ARG SAIC
24894,,7790520025784,RAID ESENCIAL MATA MOSCAS Y MOSQ X 360,Precio sin impuestos nacionales      8.033,3,1,10800,9720,1,1,ARS,MjAyNi0wNC0xNiAxNDo1NjozOQ==,SC JOHNSON ARG SAIC
24898,,7790520028662,RAID MATA MOSCAS Y MOSQ SIN OLOR X 360,Precio sin impuestos nacionales      7.231,1,1,8750,,1,1,ARS,MjAyNi0wNC0xOCAxMDowNDozOQ==,SC JOHNSON ARG SAIC
25166,,7790520028075,PATO DISCOS REPUESTO LAVANDA X 36,Precio sin impuestos nacionales      3.292,3,1,5690,3983,1,1,ARS,MjAyNi0wNC0xNiAxNDo1Njo0MA==,SC JOHNSON ARG SAIC
18500,,6001298008123,ZIPLOC MULTIPACK X 9,Precio sin impuestos nacionales      3.182,3,1,3850,,1,1,ARS,MjAyNi0wNC0xNiAxNDo1Njo0MA==,SC JOHNSON ARG SAIC
18506,,7501032990053,ZIPLOC BOLSA LLEVAR CHICA X 50,Precio sin impuestos nacionales      5.744,3,1,6950,,1,1,ARS,MjAyNi0wNC0xNiAxNDo1Njo0MA==,SC JOHNSON ARG SAIC
18510,,7790520991447,ZIPLOC BOLSA ORGANIZAR MED X 20,Precio sin impuestos nacionales      7.182,0,1,8690,,0,1,ARS,MjAyNi0wNC0xNiAxNDo1Njo0MA==,SC JOHNSON ARG SAIC
18512,,7790520991430,ZIPLOC BOLSA ORGANIZAR GRANDE X 15,Precio sin impuestos nacionales      7.182,0,1,8690,,0,1,ARS,MjAyNi0wNC0xNiAxNDo1Njo0MA==,SC JOHNSON ARG SAIC
18514,,7501032908720,ZIPLOC BOLSA LLEVAR E CHICA X 50,Precio sin impuestos nacionales      4.950,3,1,5990,,1,1,ARS,MjAyNi0wNC0xNiAxNDo1Njo0MA==,SC JOHNSON ARG SAIC
18516,,7790520989956,ZIPLOC BOLSA CONSERVAR MED X 10,Precio sin impuestos nacionales      3.050,0,1,3690,,0,1,ARS,MjAyNi0wNC0xNiAxNDo1Njo0MA==,SC JOHNSON ARG SAIC
21441,,7790520025715,RAID POLILLAS x 360,Precio sin impuestos nacionales      4.587,3,1,7400,5550,1,1,ARS,MjAyNi0wNC0xNiAxNDo1Njo0MA==,SC JOHNSON ARG SAIC
24490,,7790520025777,RAID MAX  CUCARACHAS SIN OLOR X 360,Precio sin impuestos nacionales      8.926,3,1,10800,,1,1,ARS,MjAyNi0wNC0xNiAxNDo1Njo0MA==,SC JOHNSON ARG SAIC
24492,,7790520025739,RAID MAX  MATA MOSCAS Y MOSQUITOS X 360,Precio sin impuestos nacionales      8.033,3,1,10800,9720,1,1,ARS,MjAyNi0wNC0xNiAxNDo1Njo0MA==,SC JOHNSON ARG SAIC
24896,,7790520025746,RAID MAX  MATA HORMIGAS X 360,Precio sin impuestos nacionales      6.694,3,1,10800,8100,1,1,ARS,MjAyNi0wNC0xNiAxNDo1Njo0MA==,SC JOHNSON ARG SAIC
25168,,7790520028655,RAID MATA MOSCAS Y MOSQUITOS X 380,Precio sin impuestos nacionales      2.888,6,1,7390,,1,1,ARS,MjAyNi0wNC0xOSAyMjo1MjoyNA==,SC JOHNSON ARG SAIC
25170,,8410190636316,ADOLFO DOMINGUEZ NEROLI MEN EDT X 120,Precio sin impuestos nacionales      62.397,2,1,75500,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowMw==,PUIG ARGENTINA SA (SEMI)
25172,,8410190636293,ADOLFO DOMINGUEZ NEROLI MUJER EDT X 120,Precio sin impuestos nacionales      62.397,2,1,75500,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowMw==,PUIG ARGENTINA SA (SEMI)
25174,,8411061085622,SHAKIRA FUCSIA EDP X 50,Precio sin impuestos nacionales      30.744,2,1,37200,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowMw==,PUIG ARGENTINA SA (SEMI)
25176,,8411061085639,SHAKIRA FUCSIA EDP X 80,Precio sin impuestos nacionales      40.248,2,1,48700,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowMw==,PUIG ARGENTINA SA (SEMI)
25188,,3614274078565,LANCOME IDOLE EDT X 100,Precio sin impuestos nacionales      256.198,2,1,310000,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowMw==,LOREAL ARG. SA (LAN)
25190,,3614274078558,LANCOME IDOLE EDT X 50,Precio sin impuestos nacionales      156.198,2,1,189000,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowMw==,LOREAL ARG. SA (LAN)
25192,,7896009498794,SENSODYNE COMPLETE ANTI SARRO X90,Precio sin impuestos nacionales      5.537,3,1,6700,,1,1,ARS,MjAyNi0wMy0xOCAxOTo1NDowMw==,HALEON ARGENTINA SA
503,,7794640172410,SENSODYNE CREMA DENTAL NIÑOS x 100,Precio sin impuestos nacionales      4.620,2,1,5590,,0,1,ARS,MjAyNi0wMy0xOCAxOTo1NDowNA==,HALEON ARGENTINA SA
515,,7896009419294,SENSODYNE CREMA DENTAL PROTECCION TOTAL x 90,Precio sin impuestos nacionales      4.314,1,1,5220,,1,1,ARS,MjAyNi0wMy0xOCAxOTo1NDowNA==,HALEON ARGENTINA SA
519,,7896015519223,SENSODYNE CREMA DENTAL BLANQUEADORA EXTRA FRESH x 50,Precio sin impuestos nacionales      3.471,0,1,4200,,0,1,ARS,MjAyNi0wMy0xOCAxOTo1NDowNA==,HALEON ARGENTINA SA
521,,7896015520045,SENSODYNE CREMA DENTAL BLANQUEADORA EXTRA FRESH x 90,Precio sin impuestos nacionales      3.533,3,1,5700,4275,1,1,ARS,MjAyNi0wMy0xOCAxOTo1NDowNA==,HALEON ARGENTINA SA
527,,7896015591106,SENSODYNE CREMA DENTAL LIMPIEZA PROFUNDA x 90,Precio sin impuestos nacionales      4.537,3,1,5490,,1,1,ARS,MjAyNi0wMy0xOCAxOTo1NDowNA==,HALEON ARGENTINA SA
12079,,7896009419324,SENSODYNE CREMA DENTAL ORIGINAL x 90,Precio sin impuestos nacionales      4.124,3,1,4990,,1,1,ARS,MjAyNi0wMy0xOCAxOTo1NDowNA==,HALEON ARGENTINA SA
12085,,7794640172472,SENSODYNE CREMA DENTAL RAP ALIVIO BLANQUEADORA x 100,Precio sin impuestos nacionales      7.207,3,1,8720,,1,1,ARS,MjAyNi0wMy0xOCAxOTo1NDowNA==,HALEON ARGENTINA SA
25194,,7896009498978,SENSODYNE COMPLETE SENSIBLE X140,Precio sin impuestos nacionales      7.099,3,1,8590,,1,1,ARS,MjAyNi0wMy0xOCAxOTo1NDowNA==,HALEON ARGENTINA SA
25196,,7896009499128,SENSODYNE COMPLETE BLANQUEADORA X 140,Precio sin impuestos nacionales      4.705,0,1,7590,5693,1,1,ARS,MjAyNi0wNC0xOCAxMDowNDozOQ==,HALEON ARGENTINA SA
25198,,3274872476905,KENZO HOMME SANTAL MARIN EDT X110,Precio sin impuestos nacionales      129.587,2,1,196000,156800,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowMw==,FACSA (KENZO)
25216,,8011003891467,VERSACE BRIGHT CRYSTAL EDP X 50,Precio sin impuestos nacionales      257.851,2,1,312000,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowMw==,DIFFUPAR SA
25218,,8011003891092,VERSACE BRIGHT CRYSTAL EDP X 90,Precio sin impuestos nacionales      293.388,2,1,355000,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowMw==,DIFFUPAR SA
25220,,8011003891061,VERSACE CRYSTAL NOIR PARFUM X 90,Precio sin impuestos nacionales      293.388,0,1,355000,,0,1,ARS,MjAyNi0wNC0xNCAwMDoyODowMw==,DIFFUPAR SA
25222,,8011003891498,VERSACE CRYSTAL NOIR PARFUM X 50,Precio sin impuestos nacionales      257.851,0,1,312000,,0,1,ARS,MjAyNi0wNC0xNCAwMDoyODowMw==,DIFFUPAR SA
25224,,3614274066999,MUGLER ALIEN HYPERSENSE EDP X 90 RECARGABLE,Precio sin impuestos nacionales      301.653,2,1,365000,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowMw==,DIFFUPAR SA
25226,,3614274066982,MUGLER ALIEN HYPERSENSE EDP X 60 RECARGABLE,Precio sin impuestos nacionales      249.587,2,1,302000,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,DIFFUPAR SA
25228,,3614274067002,MUGLER ALIEN HYPERSENSE EDP X 30 RECARGABLE,Precio sin impuestos nacionales      181.818,2,1,220000,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,DIFFUPAR SA
25230,,3614274067071,MUGLER ALIEN HYPERSENSE EDP X 100 RECARGA,Precio sin impuestos nacionales      241.322,2,1,292000,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,DIFFUPAR SA
25232,,7798322504735,UMA BLANC EDT X 50 + CREMA PERFUMADA ,Precio sin impuestos nacionales      38.017,2,1,46000,,1,1,ARS,MjAyNi0wMy0wNSAyMzo1Mjo1OA==,LOVAL SA
25234,,7798322504742,VITAMINA EDT X 50 + CREMA PERFUMADA,Precio sin impuestos nacionales      35.124,2,1,42500,,1,1,ARS,MjAyNi0wMy0wNSAyMzo1Mjo1OA==,LOVAL SA
25236,,7798322505176,UMA DORE EDT X 50 + CREMA PERFUMADA,Precio sin impuestos nacionales      36.281,2,1,43900,,1,1,ARS,MjAyNi0wMy0wNSAyMzo1Mjo1OA==,LOVAL SA
25238,,7798322505152,GIESSO PURO WOMAN EDT X 19 + CREMA PERFUMADA,Precio sin impuestos nacionales      26.364,2,1,31900,,1,1,ARS,MjAyNi0wMy0wNSAyMzo1Mjo1OA==,LOVAL SA
25240,,7798322505169,GIESSO IN RED WOMEN EDT X 50 + CREMA PERFUMADA,Precio sin impuestos nacionales      36.364,1,1,44000,,1,1,ARS,MjAyNi0wMy0wNSAyMzo1Mjo1OA==,LOVAL SA
25242,,7798322505206,WANAMA FREEDOM NARANJA EDT X 19 + CREMA CUERPO,Precio sin impuestos nacionales      24.380,2,1,29500,,1,1,ARS,MjAyNi0wMy0wNSAyMzo1Mjo1OA==,LOVAL SA
25244,,7798322505190,WANAMA FREEDOM AZUL EDT X 19 + CREMA CUERPO,Precio sin impuestos nacionales      24.380,2,1,29500,,1,1,ARS,MjAyNi0wMy0wNSAyMzo1Mjo1OA==,LOVAL SA
25246,,3346130421344,HERMES BARENIA EDP X 60,Precio sin impuestos nacionales      231.405,0,1,280000,,0,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,DIFFUPAR SA
25248,,3346130421337,HERMES BARENIA EDP X 100,Precio sin impuestos nacionales      284.298,2,1,344000,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,DIFFUPAR SA
25250,,3346130421351,HERMES BARENIA EDP X 125 RECARGA,Precio sin impuestos nacionales      284.298,1,1,344000,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,DIFFUPAR SA
25252,,3274872453982,GIVENCHY L INTERDIT ROUGE EDP X 50 + LABIAL ,Precio sin impuestos nacionales      202.066,2,1,244500,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,FACSA (GIV)
25258,,3274872454019,GIVENCHY L INTERDIT ROUGE EDP X80 + CREMA PERFUMADA + MINI TALLA X12 ,Precio sin impuestos nacionales      242.397,2,1,293300,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,FACSA (GIV)
25268,,3614274129267,AZZARO THE MOST WANTED INTENSE EDT X 50,Precio sin impuestos nacionales      177.686,2,1,215000,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,DIFFUPAR SA
25270,,3614274129281,AZZARO THE MOST WANTED INTENSE EDT X 100,Precio sin impuestos nacionales      209.091,2,1,253000,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,DIFFUPAR SA
25272,,3274872467552,KENZO FLOWER IKEBANA EDP X75+EDP X10+CREMA PERFUMADA,Precio sin impuestos nacionales      144.855,2,1,233700,175275,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,FACSA (KENZO)
25280,,3386460141703,JIMMY CHOO I WANT CHOO PARFUM X 100,Precio sin impuestos nacionales      281.818,2,1,341000,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,GRETA S.A.
25282,,3386460142014,JIMMY CHOO I WANT CHOO PARFUM X 60,Precio sin impuestos nacionales      218.182,0,1,264000,,0,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,GRETA S.A.
25286,,3386460143264,MONT BLANC BLACK MEISTERSTUCK EDP X 125,Precio sin impuestos nacionales      309.091,2,1,374000,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,GRETA S.A.
9997,,3605532612836,LA VIE EST BELLE EDP X 75,Precio sin impuestos nacionales      247.934,2,1,375000,300000,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,LOREAL ARG. SA (LAN)
15902,,3614273476164,LANCOME IDOLE AURA EDP X 100,Precio sin impuestos nacionales      227.273,2,1,275000,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,LOREAL ARG. SA (LAN)
18928,,3274872441798,KENZO FLOWER ABSOLUE EDP X 100,Precio sin impuestos nacionales      204.711,2,1,247700,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,FACSA (KENZO)
23007,,3274872430587,KENZO D ETE X 75,Precio sin impuestos nacionales      196.942,2,1,238300,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,FACSA (KENZO)
23558,,3274872420625,KENZO AMOUR EDP X 100,Precio sin impuestos nacionales      153.595,2,1,265500,185850,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,FACSA (KENZO)
23686,,3605972831170,ROMANCE WOMAN EDP INTENSE X 100,Precio sin impuestos nacionales      148.678,2,1,179900,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyODowNA==,LOREAL ARG. SA (PCI)
25294,,7791600169947,CARDON VIAJERA EDT X 100 + DEOSODORANTE,Precio sin impuestos nacionales      24.711,3,1,29900,,1,1,ARS,MjAyNi0wNC0wOSAxNzo1MDo1MQ==,CANNON PUNTANA SA
25296,,7791600169831,CARDON SOÑADA EDT X 100 + DEOSODORANTE,Precio sin impuestos nacionales      24.711,3,1,29900,,1,1,ARS,MjAyNi0wNC0wOSAxNzo1MDo1MQ==,CANNON PUNTANA SA
25300,,7791600462475,CIEL SHINE COLONIA X 250,Precio sin impuestos nacionales      8.430,3,1,10200,,1,1,ARS,MjAyNi0wNC0wOSAxNzo1MDo1MQ==,CANNON PUNTANA SA
25302,,7791600462031,CIEL SHINE EDP X 50,Precio sin impuestos nacionales      17.521,3,1,21200,,1,1,ARS,MjAyNi0wNC0wOSAxNzo1MDo1MQ==,CANNON PUNTANA SA
25304,,7791600462147,CIEL SHINE EDP X 80,Precio sin impuestos nacionales      20.248,3,1,24500,,1,1,ARS,MjAyNi0wNC0wOSAxNzo1MDo1MQ==,CANNON PUNTANA SA
25306,,7791600390686,CIEL SHINE EDP X 50 + DEO X 123,Precio sin impuestos nacionales      25.620,3,1,31000,,1,1,ARS,MjAyNi0wNC0wOSAxNzo1MDo1MQ==,CANNON PUNTANA SA
25308,,7791600070250,CRANDALL LEGEND X 90,Precio sin impuestos nacionales      16.446,3,1,19900,,1,1,ARS,MjAyNi0wNC0wOSAxNzo1MDo1MQ==,CANNON PUNTANA SA
25310,,7791600102296,GINO BOGANI CHIC TO CHEEK EDP X 60,Precio sin impuestos nacionales      28.512,3,1,34500,,1,1,ARS,MjAyNi0wNC0wOSAxNzo1MDo1MQ==,CANNON PUNTANA SA
25312,,7791600049690,PRUNE IV EDT X 50,Precio sin impuestos nacionales      22.231,3,1,26900,,1,1,ARS,MjAyNi0wNC0wOSAxNzo1MDo1MQ==,CANNON PUNTANA SA
25314,,7791600078140,VALERIA BY VM EDP X 100,Precio sin impuestos nacionales      30.992,3,1,37500,,1,1,ARS,MjAyNi0wNC0wOSAxNzo1MDo1MQ==,CANNON PUNTANA SA
25316,,7791600078034,VALERIA BY VM EDP X 60,Precio sin impuestos nacionales      25.785,3,1,31200,,1,1,ARS,MjAyNi0wNC0wOSAxNzo1MDo1MQ==,CANNON PUNTANA SA
16864,,7793742005039,DERMAGLOS LECHE LIMPIEZA X 200 ,Precio sin impuestos nacionales      9.777,4,1,16900,11830,1,1,ARS,MjAyNi0wMy0xOCAxOToxNjozNA==,FARMANET SA
25332,,7793742008313,DERMAGLOS HOMBRE GEL LIMPIEZA FACIAL X 100,Precio sin impuestos nacionales      8.504,3,1,14700,10290,1,1,ARS,MjAyNi0wMy0xOCAxOToxNjozNA==,FARMANET SA
25336,,7793742008610,DERMAGLOS MASCARA TELA HIDRATACION ,Precio sin impuestos nacionales      5.496,3,1,9500,6650,1,1,ARS,MjAyNi0wMy0xOCAxOToxNjozNA==,FARMANET SA
25338,,7793742008603,DERMAGLOS MASCARA TELA VOLUMEN,Precio sin impuestos nacionales      5.727,3,1,9900,6930,1,1,ARS,MjAyNi0wMy0xOCAxOToxNjozNA==,FARMANET SA
3651,,7792640008104,CAPILATIS SHAMPOO ORGANICO x 420 ,Precio sin impuestos nacionales      8.512,3,1,10300,,1,1,ARS,MjAyNi0wMy0xNiAyMToxNjo0Mw==,CAPILATIS SA
3653,,7792640008111,CAPILATIS ACONDICONADOR ORGANICO x 420 ,Precio sin impuestos nacionales      8.512,3,1,10300,,1,1,ARS,MjAyNi0wMy0xNiAyMToxNjo0Mw==,CAPILATIS SA
3655,,7792640008128,CAPILATIS TRATAMIENTO ORGANICO x 170 ,Precio sin impuestos nacionales      5.620,3,1,6800,,1,1,ARS,MjAyNi0wMy0xNiAyMToxNjo0Mw==,CAPILATIS SA
11281,,7792640001655,CAPILATIS SHAMPOO HOMBRE PLATINUM x 370,Precio sin impuestos nacionales      10.165,3,1,12300,,1,1,ARS,MjAyNi0wMy0xNiAyMToxNjo0Mw==,CAPILATIS SA
22321,,7792640003352,CAPILATIS SHAMPOO ORTIGA-JARILLA X260,Precio sin impuestos nacionales      9.174,3,1,14800,11100,1,1,ARS,MjAyNi0wMy0xNiAyMToxNjo0Mw==,CAPILATIS SA
22323,,7792640003369,CAPILATIS LOCION ORTIGA-JARILLA,Precio sin impuestos nacionales      11.157,3,1,18000,13500,1,1,ARS,MjAyNi0wMy0xNiAyMToxNjo0Mw==,CAPILATIS SA
23596,,7792640004328,CAPILATIS ACONDICIONADOR TECNOLOGIA PLEX X 350,Precio sin impuestos nacionales      7.624,3,1,12300,9225,1,1,ARS,MjAyNi0wMy0xNiAyMToxNjo0Mw==,CAPILATIS SA
23624,,7792640004311,CAPILATIS SHAMPOO TECNOLOGIA PLEX X350 ML,Precio sin impuestos nacionales      7.624,3,1,12300,9225,1,1,ARS,MjAyNi0wMy0xNiAyMToxNjo0Mw==,CAPILATIS SA
23628,,7792640004335,CAPILATIS MASCARA TECNOLOGIA PLEX X 170 GR,Precio sin impuestos nacionales      5.455,3,1,8800,6600,1,1,ARS,MjAyNi0wMy0xNiAyMToxNjo0Mw==,CAPILATIS SA
25346,,7798329785076,LUCY ANDERSON EXOTIQUE COLONIA X 200,Precio sin impuestos nacionales      13.967,0,1,16900,,0,1,ARS,MjAyNS0xMS0xOCAxMjowMjozMw==,GLENS S.A.
25362,,7798329785052,LUCY ANDERSON PROVOCATIVE COLONIA X 200,Precio sin impuestos nacionales      13.967,2,1,16900,,1,1,ARS,MjAyNS0xMS0xOCAxMjowMjozMw==,GLENS S.A.
25374,,7794740560216,DOROTHY GRAY EMULSION TERMAL AVENA Y MIEL X 140,Precio sin impuestos nacionales      20.661,2,1,25000,,1,1,ARS,MjAyNi0wNC0wOSAxODoyMjowNA==,ITALCOSMETICA S.A. DOROTY
25376,,7794740560209,DOROTHY GRAY LECHE LIMPIEZA AVENA Y MIEL X 200,Precio sin impuestos nacionales      15.289,2,1,18500,,1,1,ARS,MjAyNi0wNC0wOSAxODoyMjowNA==,ITALCOSMETICA S.A. DOROTY
25378,,7794740560322,DOROTHY GRAY HYALURONIC TRAT INTENSIVO DIA Y NOCHE ,Precio sin impuestos nacionales      22.041,2,1,38100,26670,1,1,ARS,MjAyNi0wNC0wOSAxODoyMjowNA==,ITALCOSMETICA S.A. DOROTY
25380,,7794740560063,DOROTHY GRAY SKIN SECRETS TONICO PURIFICANTE X 200,Precio sin impuestos nacionales      12.211,2,1,19700,14775,1,1,ARS,MjAyNi0wNC0wOSAxODoyMjowNQ==,ITALCOSMETICA S.A. DOROTY
25382,,7790626850730,FULTON BODY SPLASH MAGIC X 200,Precio sin impuestos nacionales      6.777,2,1,8200,,1,1,ARS,MjAyNi0wMi0wNyAxMjoxOToyMQ==,JCB PRODUCCIONES SA
25384,,7790626000166,FULTON BODY SPLASH MAGNOLIA X 200,Precio sin impuestos nacionales      6.777,2,1,8200,,1,1,ARS,MjAyNi0wMi0wNyAxMjoxOToyMQ==,JCB PRODUCCIONES SA
25386,,7790626850747,FULTON BODY SPLASH RUBY X 200,Precio sin impuestos nacionales      6.777,2,1,8200,,1,1,ARS,MjAyNi0wMi0wNyAxMjoxOToyMQ==,JCB PRODUCCIONES SA
25388,,7790626850778,FULTON BODY SPLASH SUNSHINE X 200,Precio sin impuestos nacionales      6.777,2,1,8200,,1,1,ARS,MjAyNi0wMi0wNyAxMjoxOToyMQ==,JCB PRODUCCIONES SA
25390,,7790626000173,FULTON BODY SPLASH VAINILLA X 200,Precio sin impuestos nacionales      6.777,0,1,8200,,0,1,ARS,MjAyNi0wMi0wNyAxMjoxOToyMQ==,JCB PRODUCCIONES SA
25392,,7796285287160,ADERMICINA A CICATRIZANTE X 60,Precio sin impuestos nacionales      18.017,2,1,21800,,1,1,ARS,MjAyNi0wMy0yNiAxODowMjowNA==,LABORATORIO ELEA PHOENIX SA
25394,,7796285288983,ADERMICINA FACIAL ANTI ARRUGAS X 90,Precio sin impuestos nacionales      6.529,2,1,7900,,1,1,ARS,MjAyNi0wMy0yNiAxODowMjowNA==,LABORATORIO ELEA PHOENIX SA
25396,,7796285289003,ADERMICINA FACIAL HUMECTANTE X 90 ,Precio sin impuestos nacionales      6.529,2,1,7900,,1,1,ARS,MjAyNi0wMy0yNiAxODowMjowNA==,LABORATORIO ELEA PHOENIX SA
25398,,7796285288990,ADERMICINA FACIAL ANTI MANCHAS X 90,Precio sin impuestos nacionales      6.529,1,1,7900,,1,1,ARS,MjAyNi0wMy0yNiAxODowMjowNA==,LABORATORIO ELEA PHOENIX SA
25400,,7796285290009,ADERMICINA JABON ANTI ACNE X 2 UNID,Precio sin impuestos nacionales      6.736,2,1,8150,,1,1,ARS,MjAyNi0wMy0yNiAxODowMjowNA==,LABORATORIO ELEA PHOENIX SA
2603,,7501027232311,LOREAL REVITALIFT CREMA DIA x 50,Precio sin impuestos nacionales      25.620,3,1,31000,,1,1,ARS,MjAyNi0wMy0xMSAxOTo1NTo0Ng==,LOREAL ARG. SA (PUB)
2609,,7506078984172,LOREAL HYDRA 5 CREMA DIA x 50,Precio sin impuestos nacionales      18.182,3,1,22000,,1,1,ARS,MjAyNi0wMy0xMSAxOTo1NTo0Ng==,LOREAL ARG. SA (PUB)
2671,,7509552907971,LOREAL REVITALIFT CREMA DIA FPS30 x 50,Precio sin impuestos nacionales      26.446,3,1,32000,,1,1,ARS,MjAyNi0wMy0xMSAxOTo1NTo0Ng==,LOREAL ARG. SA (PUB)
9367,,7509552840322,LOREAL REVITALIFT ACIDO HIALURONICO DIA,Precio sin impuestos nacionales      33.050,3,1,39990,,1,1,ARS,MjAyNi0wMy0xMSAxOTo1NTo0Ng==,LOREAL ARG. SA (PUB)
9369,,7509552893380,LOREAL REVITALIFT ACIDO HIALURONICO SERUM,Precio sin impuestos nacionales      35.537,0,1,43000,,0,1,ARS,MjAyNi0wMy0xMSAxOTo1NTo0Ng==,LOREAL ARG. SA (PUB)
9371,,7509552840339,LOREAL REVITALIFT ACIDO HIALURONICO NOCHE,Precio sin impuestos nacionales      33.050,3,1,39990,,1,1,ARS,MjAyNi0wMy0xMSAxOTo1NTo0Ng==,LOREAL ARG. SA (PUB)
9373,,7509552840346,LOREAL REVITALIFT ACIDO HIALURONICO OJOS,Precio sin impuestos nacionales      25.207,3,1,30500,,1,1,ARS,MjAyNi0wMy0xMSAxOTo1NTo0Ng==,LOREAL ARG. SA (PUB)
16876,,7509552849646,LOREAL REVITALIFT GEL LIMPIEZA,Precio sin impuestos nacionales      14.876,3,1,18000,,1,1,ARS,MjAyNi0wMy0xMSAxOTo1NTo0Ng==,LOREAL ARG. SA (PUB)
20552,,7509552796131,LOREAL REVITALIFT HIALURONICO GEL CREMA x 50,Precio sin impuestos nacionales      27.273,3,1,33000,,1,1,ARS,MjAyNi0wMy0xMSAxOTo1NTo0Nw==,LOREAL ARG. SA (PUB)
25412,,7509552798005,LOREAL REVITALIFT HIALURONICO GEL LIMPIEZA ANTIBRILLO,Precio sin impuestos nacionales      14.876,3,1,18000,,1,1,ARS,MjAyNi0wMy0xMSAxOTo1NTo0Nw==,LOREAL ARG. SA (PUB)
25414,,7509552898255,LOREAL REVITALIFT CREMA NOCHE RETINOL X 50,Precio sin impuestos nacionales      37.182,3,1,44990,,1,1,ARS,MjAyNi0wMy0xMSAxOTo1NTo0Nw==,LOREAL ARG. SA (PUB)
20554,,7509552794557,LOREAL REVITALIFT HIALURONICO OJOS CON MASAJEADOR,Precio sin impuestos nacionales      32.314,3,1,39100,,1,1,ARS,MjAyNi0wMy0xMSAxOTo1NTo0Nw==,LOREAL ARG. SA (PUB)
25408,,7899706181877,LOREAL UV DEFENDER F50 HIDRATACION X 40,Precio sin impuestos nacionales      13.884,3,1,28000,16800,1,1,ARS,MjAyNi0wMy0xMSAxOTo1NTo0Nw==,LOREAL ARG. SA (PUB)
25410,,7899706181815,LOREAL UV DEFENDER F50 ANTIBRILLO X 40,Precio sin impuestos nacionales      13.884,2,1,28000,16800,1,1,ARS,MjAyNi0wMy0xMSAxOTo1NTo0Nw==,LOREAL ARG. SA (PUB)
25416,,3600524057336,LOREAL REVITALIFT SERUM RETINOL NOCHE X 30,Precio sin impuestos nacionales      41.314,2,1,49990,,1,1,ARS,MjAyNi0wMy0xMSAxOTo1NTo0Nw==,LOREAL ARG. SA (PUB)
25418,,6923700976977,LOREAL REVITALIFT HIALURONICO MASCARA TELA,Precio sin impuestos nacionales      9.008,0,1,10900,,0,1,ARS,MjAyNi0wMy0xMSAxOTo1NTo0Nw==,LOREAL ARG. SA (PUB)
7095,,309970047948,REVLON DELINEADOR OJOS SO FIERCE,Precio sin impuestos nacionales      14.174,2,1,24500,17150,1,1,ARS,MjAyNi0wNC0wNiAyMDoyNTo0NA==,NEW REVLON ARG. SA
7105,,309977563014,REVLON MASCARA DE PESTAÑAS SO FIERCE BLACK,Precio sin impuestos nacionales      26.033,2,1,31500,,1,1,ARS,MjAyNi0wNC0wNiAyMDoyNTo0NA==,NEW REVLON ARG. SA
7125,,309976182018,REVLON MASCARA VOLUMAZING 901,Precio sin impuestos nacionales      17.107,2,1,20700,,1,1,ARS,MjAyNi0wNC0wNiAyMDoyNTo0NA==,NEW REVLON ARG. SA
11619,,7899706197786,LOREAL UV DEFENDER MATIFICANTE COLOR MEDIO,Precio sin impuestos nacionales      15.868,3,1,32000,19200,1,1,ARS,MjAyNi0wMy0xMSAxOTo1NTo0Nw==,LOREAL ARG. SA (PUB)
